date,url,username,content,location,lanuage
2022-11-01 22:50:10+00:00,https://twitter.com/ArturFPFontes1/status/1587577770850279427,ArturFPFontes1,"Web Summit: Primeira-dama da Ucrânia em Lisboa

https://t.co/XcipuvK9WE

Enviado por @updayPT",Portugal,pt
2022-11-01 22:48:34+00:00,https://twitter.com/AparicioDavidPT/status/1587577366456324096,AparicioDavidPT,"Olena Zelenska na Web Summit: ""A Rússia põe a tecnologia ao serviço do terror"" - Atualidade - SAPO 24 https://t.co/D9Yw8BaB9v","Montemor-o-Novo, Portugal",pt
2022-11-01 22:45:33+00:00,https://twitter.com/bw_italian/status/1587576608969625600,bw_italian,Riassunto: L'Open Metaverse Alliance (OMA3) viene lanciata al Web Summit di Lisbona https://t.co/PwNd4oRVV9 https://t.co/VTKNtBiHwX,,it
2022-11-01 22:44:03+00:00,https://twitter.com/bw_portuguese/status/1587576227417960448,bw_portuguese,Open Metaverse Alliance (OMA3) é lançada na Web Summit em Lisboa https://t.co/IX5m6HjCS5 https://t.co/UGdRoaSfCR,,pt
2022-11-01 22:42:09+00:00,https://twitter.com/worldnews_guru/status/1587575752496939009,worldnews_guru,Airbnb to Participate at Web Summit  https://t.co/1U1Uv2P6nB https://t.co/NnF3U98bzw,,en
2022-11-01 22:40:49+00:00,https://twitter.com/NUCrafty/status/1587575417380143105,NUCrafty,"🇵🇹Web Summit Lisbon has commenced!

🟣NUCrafty will be sharing content in the coming days of our attendance at the event. 

@WebSummit 

#NUCrafty #WebSummit #WebSummitLisbon #Lisbon #Portugal #TechEvent #Tech https://t.co/pZKNpTzJu1","Berlin, Germany",en
2022-11-01 22:40:08+00:00,https://twitter.com/SPORTSCIRCUSINT/status/1587575245430755329,SPORTSCIRCUSINT,Ukraine First Lady Olena Zelenska Asks Tech Community For Help In Surprise Web Summit Appearance https://t.co/R25LCrPOpc https://t.co/OymeE85F6h,Germany / Great Britain,en
2022-11-01 22:40:07+00:00,https://twitter.com/Lucas_Wyrsch/status/1587575237826482176,Lucas_Wyrsch,Ukraine First Lady Olena Zelenska Asks Tech Community For Help In Surprise Web Summit Appearance https://t.co/GGEGn6FDts,Zurich Switzerland,en
2022-11-01 22:40:07+00:00,https://twitter.com/tellmetimes/status/1587575237662896129,tellmetimes,Ukraine First Lady Olena Zelenska Asks Tech Community For Help In Surprise Web Summit Appearance https://t.co/RIOKfhqA0I,,en
2022-11-01 22:38:58+00:00,https://twitter.com/TeKSapo/status/1587574952030605312,TeKSapo,Governo anuncia pacote de 19 milhões para apoiar 3.000 startups no Web Summit https://t.co/qk7xwK558e,Portugal,pt
2022-11-01 22:38:34+00:00,https://twitter.com/Marketing_WMI/status/1587574851065331715,Marketing_WMI,"W tym tygodniu We Make It podąża za trendami aż do Lizbony ✈️
Spotkacie nas na corocznej konferencji technologicznej Web Summit.
Mamy nadzieję, że ten tydzień zaowocuje mnóstwem branżowych insight’ów, którymi chętnie się z Wami podzielimy po powrocie. https://t.co/rm4NQ1XBZi","Łódź, Polska",pl
2022-11-01 22:38:06+00:00,https://twitter.com/tviultimas/status/1587574733926957056,tviultimas,Primeira-dama da Ucrânia só foi anunciada este domingo à tarde como convidada da Web Summit por razões de segurança https://t.co/RL8mTgT0z1,,pt
2022-11-01 22:37:36+00:00,https://twitter.com/seanpfee/status/1587574605337821185,seanpfee,I remember going to the Web Summit at the Chartered Accountants building in Dublin in the early days and standing at the back of the room...today I couldn't get into a 20k seater arena because it hit capacity while there was still a monster queue outside🤯👏,"Lisbon, Portugal",en
2022-11-01 22:36:48+00:00,https://twitter.com/ojeconomico/status/1587574403583578112,ojeconomico,"Primeira dama ucraniana na Web Summit. ""A Rússia coloca a tecnologia ao serviço do terror"" https://t.co/4xVhQgPKhZ",Portugal,pt
2022-11-01 22:32:21+00:00,https://twitter.com/Renascenca/status/1587573283742158849,Renascenca,Web Summit. Ministro da Economia anuncia 19 milhões de euros para apoiar 3.000 startups https://t.co/XX7PNjHjsm,,pt
2022-11-01 22:31:09+00:00,https://twitter.com/tviultimas/status/1587572982599536641,tviultimas,"O anúncio foi feito na cerimónia de abertura do evento tecnológico Web Summit 2022, que começou este domingo e termina na sexta-feira https://t.co/oecDa6T4yA",,pt
2022-11-01 22:30:54+00:00,https://twitter.com/CiaraFlood_/status/1587572920469127169,CiaraFlood_,Tomorrow we Web Summit. Looking forward to seeing what all the fuss is about 😉 @paddycosgrave ❓,"Dublin City, Ireland",en
2022-11-01 22:29:57+00:00,https://twitter.com/marcofanhais/status/1587572679497875458,marcofanhais,Web Summit. Ministro da Economia anuncia 19 milhões de euros para apoiar 3.000 startups https://t.co/cckdlDEnfD,,pt
2022-11-01 22:29:08+00:00,https://twitter.com/irishexaminer/status/1587572476040871936,irishexaminer,Cianan Brennan: Slick Web Summit briefly succumbs to Sod's Law  https://t.co/Jaz4O9o4lQ,Ireland,en
2022-11-01 22:25:48+00:00,https://twitter.com/expresso/status/1587571636743675909,expresso,"O primeiro-ministro António Costa não esteve presente, mas Olena Zelenska lembrou que é tempo de usar as tecnologias para salvar pessoas. Ministro da Economia avança com 90 milhões para as startups… e a cerimónia de abertura da Web Summit haver... https://t.co/9s8FSibgcs","Lisboa, Portugal",pt
2022-11-01 22:23:19+00:00,https://twitter.com/realfevr/status/1587571013553889282,realfevr,"On November 3rd @realFredAntunes will present @realfevr at the @Binance booth during the Web Summit! 💪

We've been one of the strongest platforms within the @BNBCHAIN and now we'll have the opportunity to shine in front of several industry leaders! 🤩

https://t.co/X40BPy5X3C https://t.co/bNWzXRap8g","Lisboa, Portugal",en
2022-11-01 22:20:07+00:00,https://twitter.com/TSFRadio/status/1587570207685763072,TSFRadio,Governo anuncia na Web Summit pacote de 19 milhões para apoiar três mil startups https://t.co/I7bIwhUjda Em https://t.co/MDmhqgLx6x https://t.co/EXnyWDd7Ut,Lisboa - Portugal,pt
2022-11-01 22:19:15+00:00,https://twitter.com/joehas/status/1587569988424065030,joehas,"@Eamonnmoran Agreed. You may not agree with Noam Chomsky but he is serious intellectual until The Grayzone. 

When the facts were put to them, Web Summit appear to have listened and done the right thing.","Madrid, Spain",en
2022-11-01 22:19:12+00:00,https://twitter.com/thedextazlab/status/1587569973962366977,thedextazlab,Ukraine First Lady Olena Zelenska Asks Tech Community For Help In Surprise Web Summit Appearance https://t.co/1aGbfic4wG,Tanzania,en
2022-11-01 22:18:23+00:00,https://twitter.com/JPHughes19/status/1587569772321021953,JPHughes19,"@wallacemick @WebSummit Yes. Web summit all about censorship now , killing debate &amp; promoting one sided Propaganda. Free speech in the West is effectively dead!",,en
2022-11-01 22:18:17+00:00,https://twitter.com/CircoGreco/status/1587569744466649088,CircoGreco,Web Summit 2022 στη Λισαβόνα https://t.co/rwur3ikJ9H,Thessaloniki,und
2022-11-01 22:15:47+00:00,https://twitter.com/johnkoetsier/status/1587569115224576000,johnkoetsier,Ukraine First Lady Olena Zelenska Asks Tech Community For Help In Surprise Web Summit Appearance via @forbes https://t.co/L2TKNDXXdL #WebSummit #WebSummit2022,"Vancouver, British Columbia",en
2022-11-01 22:14:56+00:00,https://twitter.com/MundoLusiada/status/1587568900673347586,MundoLusiada,Web Summit: Portugal anuncia pacote de 19 ME para apoiar 3 mil ‘startups’ https://t.co/tmf4qoazub,"Sao Paulo, Brazil",pt
2022-11-01 22:14:10+00:00,https://twitter.com/worldnews_guru/status/1587568707211071495,worldnews_guru,Airbnb to Participate at Web Summit https://t.co/b2xvh0RoFA,,en
2022-11-01 22:13:52+00:00,https://twitter.com/vintageneighbos/status/1587568635379326982,vintageneighbos,"Vintage Neighbors attending the LISBON WEB SUMMIT ✅✨🔔🎯

Find us, talk to us and receive GUARANTEED WL SPOTS 🥇🔔

Excited to hear some awesome speakers 🚨🎯🚀👍🏽

#SDG #Synergy4S
#sustainability #agenda2030 #blockchain #technology #crypto #nft #token #s4s https://t.co/oCh2tcjqwh",Vintage Nation,en
2022-11-01 22:11:51+00:00,https://twitter.com/WORLDNE10696852/status/1587568125968408577,WORLDNE10696852,"Ukraine’s first lady tells Web Summit: ‘You can use technology to help, not destroy’ https://t.co/arULUMacjn",United Kingdom,en
2022-11-01 22:05:10+00:00,https://twitter.com/mundoatualpt/status/1587566443876569089,mundoatualpt,Web Summit: Governo anuncia pacote de 19 ME para apoiar 3.000 'startups' - https://t.co/94rttEygaq #WebSummit,Vila Nova de Gaia,pt
2022-11-01 22:05:03+00:00,https://twitter.com/FathyClynn/status/1587566413761363972,FathyClynn,Web summit is on here and hinge is in bits,"Dublin City, Ireland",en
2022-11-01 22:04:41+00:00,https://twitter.com/coletivanet/status/1587566320572317696,coletivanet,"A presença da roteirista e arquiteta foi anunciada pelo CEO da Web Summit, Paddy Cosgrave, faltando poucas horas para a cerimônia oficial de abertura do evento. #coberturacoletivanet Apoio: Canal Markket e Agência Euro
https://t.co/ZjxindpJFK","Porto Alegre, Brazil",pt
2022-11-01 22:02:51+00:00,https://twitter.com/Emochixx12/status/1587565859513323522,Emochixx12,Web summit don't miss this one. 👀 https://t.co/QMNSGa4r8k,,en
2022-11-01 22:02:13+00:00,https://twitter.com/Flash_news_ua/status/1587565700603944960,Flash_news_ua,"⚡️Support of Ukraine at the Web Summit 2022 forum

 @Flash_news_ua https://t.co/BywlOOPpKU",Ukraine,en
2022-11-01 22:01:48+00:00,https://twitter.com/OGlobo_Economia/status/1587565597671424001,OGlobo_Economia,"‘Rússia coloca a tecnologia a serviço do terror’, diz Olena Zelenska no Web Summit #WebSummit2022 #ColunaCapital https://t.co/A52DgbTgWF",Brasil,pt
2022-11-01 22:01:41+00:00,https://twitter.com/abiimomo/status/1587565567518597124,abiimomo,@binance @cz_binance @WebSummit The shoes where on point but the Web summit stage was awesome .,,en
2022-11-01 22:01:23+00:00,https://twitter.com/EstevaoRizzo/status/1587565490620301314,EstevaoRizzo,"Primeira noite de Web Summit!

#websummit #websummit2022 #lisbon #Lisboa @ Beato, Lisboa, Portugal https://t.co/dNN3LujEQj","São Paulo, Brasil",pt
2022-11-01 21:58:54+00:00,https://twitter.com/disinformate_pt/status/1587564866901901312,disinformate_pt,"""Primeira dama da Ucrânia abre o palco da Web Summit esta terça-feira"" - TSF https://t.co/ZigCivC90H",Portugal,pt
2022-11-01 21:57:33+00:00,https://twitter.com/kowsmann/status/1587564529298325506,kowsmann,Interesting choice from Lisbon mayor Moedas to speak about elderly health care to the Web Summit audience.,Frankfurt/Lisbon ,en
2022-11-01 21:56:47+00:00,https://twitter.com/PortoCanalpt/status/1587564335970361345,PortoCanalpt,"""Não acredito que isto aconteceu"". As reações e as imagens da interrupção da Web Summit em Lisboa https://t.co/FzqCVuln6t","Porto, Portugal",pt
2022-11-01 21:55:38+00:00,https://twitter.com/SocialistDrago1/status/1587564044621422595,SocialistDrago1,Web Summit BANS Grayzone Journalists For Ukraine Truth Telling! https://t.co/p4fMWB7EZ8 via @YouTube,,en
2022-11-01 21:54:38+00:00,https://twitter.com/EnglishJaun/status/1587563793588027393,EnglishJaun,"Web Summit: Government announces package of 19 million euros to support 3,000 ‘startups’ – Tecnologia https://t.co/ABosZB4Ssq",,en
2022-11-01 21:52:54+00:00,https://twitter.com/newsfilterio/status/1587563358827470848,newsfilterio,Airbnb to Participate at Web Summit $ABNB https://t.co/Qi5byTakfq,"New York, NY",en
2022-11-01 21:49:02+00:00,https://twitter.com/irishexaminer/status/1587562384427974656,irishexaminer,"Ukraine's first lady tells Web Summit: 'You can use technology to help, not destroy' https://t.co/HtNpL49Bxg",Ireland,en
2022-11-01 21:47:41+00:00,https://twitter.com/CwbyWsdm/status/1587562044974198784,CwbyWsdm,"Subject: I’m Speaking on the Entrepreneurs Rocket Fuel Summit #12
 Hello To You
 I’m so excited! I will be an expert presenter on the Entrepreneurs Rocket Fuel Web Summit #12, on November 2, 
2022!  
 Register for FREE Now https://t.co/QbHPRT0Ko0 https://t.co/nM4djnZbJm","Mesa, AZ",en
2022-11-01 21:46:59+00:00,https://twitter.com/androm/status/1587561868712886280,androm,"First Lady of Ukraine Olena Zelenska at Web Summit: “Russia puts 
technology at the service of terror”  https://t.co/k7PiCPLant via @LinkedIn 

#WebSummit2022","Milano, Italy",en
2022-11-01 21:45:09+00:00,https://twitter.com/StckPro/status/1587561405216980992,StckPro,$ABNB NEW ARTICLE : Airbnb to Participate at Web Summit https://t.co/lsnzVCNshV Get all the latest $ABNB related news here : https://t.co/EjEn6hKhKv https://t.co/8Y8XDJkqq6,,en
2022-11-01 21:43:48+00:00,https://twitter.com/Flash_news_ua/status/1587561067148107777,Flash_news_ua,"⚡️First Lady Olena Zelenska spoke at the opening of the largest technology conference in the world, Web Summit 2022, and talked about what Ukraine is facing right now. https://t.co/6aa52tspFB",Ukraine,en
2022-11-01 21:42:08+00:00,https://twitter.com/kusman786/status/1587560648178913282,kusman786,Attended the opening ceremonies on behalf of Mayor @frankscarpitti   At the Web Summit . Amazing number of companies are in attendance. Markham team worked hard to make connections with various startups and investors looking to attract possible investment in our new “ Mix area” https://t.co/zL1LsmUYtA,"Markham, Ontario",en
2022-11-01 21:39:58+00:00,https://twitter.com/FlashAlert_me/status/1587560103837933570,FlashAlert_me,"$ABNB [15s. delayed]: Issued Press Release on November 01, 17:30:00: Airbnb to Participate at Web Summit https://t.co/e6GRKSC7cx","New York, USA",en
2022-11-01 21:38:31+00:00,https://twitter.com/ninjaomerta/status/1587559735498260480,ninjaomerta,@WebSummit @ZelenskaUA @lisapjackson @cz_binance @misanharriman Since when does Web Summit support war and Neo-Nazism?,Nowhere,en
2022-11-01 21:36:29+00:00,https://twitter.com/SprinterMonitor/status/1587559224455872515,SprinterMonitor,"Elena Zelenskaya told the thousands of investors, entrepreneurs and tech workers gathered for the annual web summit in Portugal that Russia is ""bringing technology to the service of terror.""",,en
2022-11-01 21:36:08+00:00,https://twitter.com/eeyitemi/status/1587559136702652420,eeyitemi,"Once again, if you’re attending Web Summit Lisbon, please hit me up.",0x01,en
2022-11-01 21:35:16+00:00,https://twitter.com/quantisnow/status/1587558918599081984,quantisnow,"$ABNB 📰 Airbnb to Participate at Web Summit

https://t.co/wW0pcNKESD

45 seconds delayed.",,en
2022-11-01 21:34:59+00:00,https://twitter.com/CTO_ai/status/1587558849174806529,CTO_ai,Will you be at Web Summit? Check out special perks for #WebSummit2022 attendees. Click here 👉 https://t.co/KuVFZanWXK https://t.co/puiEo7Rp2r,🌎💻☁️,en
2022-11-01 21:34:30+00:00,https://twitter.com/imelda_mairead/status/1587558725493178369,imelda_mairead,@paddycosgrave @WebSummit No idea what the the web summit is - judging by your guest speaker an arms dealers/warmongers lobby group.,"England, United Kingdom",en
2022-11-01 21:32:01+00:00,https://twitter.com/CrweWorld/status/1587558102190084096,CrweWorld,Airbnb to Participate at Web Summit https://t.co/Ov2p72HPwP,"Las Vegas, NV",en
2022-11-01 21:31:28+00:00,https://twitter.com/StockNewsBot2/status/1587557962339557378,StockNewsBot2,"$ABNB Airbnb to Participate at Web Summit
https://t.co/wYWaZDcAiM",,en
2022-11-01 21:31:19+00:00,https://twitter.com/stonkmooncom/status/1587557925408710656,stonkmooncom,"$ABNB
 2022-11-01 17:30 ET 

Airbnb to Participate at Web Summit
https://t.co/1cBRoPBT7v",,en
2022-11-01 21:30:14+00:00,https://twitter.com/WebChronicleTo1/status/1587557652770455556,WebChronicleTo1,"$ABNB Airbnb to Participate at Web Summit
 
https://t.co/UU94xG7hLu",,en
2022-11-01 21:30:12+00:00,https://twitter.com/floringrozea/status/1587557644725788676,floringrozea,Web Summit first day. https://t.co/NvasJDg1oj,Barcelona & London,en
2022-11-01 21:29:17+00:00,https://twitter.com/Nanazenha1/status/1587557412457816072,Nanazenha1,Web Summit Lisbon 🔥 https://t.co/lXptmFHsrt,"Cascais, Portugal",en
2022-11-01 21:28:26+00:00,https://twitter.com/eVolf76/status/1587557200259686401,eVolf76,@MattWallace888 At the Web Summit - CZ Binance and Elon invested 500$ million in Tweeter,"Poland, ZG",en
2022-11-01 21:27:10+00:00,https://twitter.com/OoMarinette/status/1587556881953738752,OoMarinette,"Web Summit : à Lisbonne, les cryptomonnaies en débat - La Croix: https://t.co/tAJmjlltMU #ActuWeb",France,fr
